id,asset_type,name,district,address,phone,alternate_phone,website,latitude,longitude,google_maps_link,source_url,verification_status,confidence,created_at,updated_at
HOSP_HYDE_001,Hospital,Nizam's Institute of Medical Sciences (NIMS),Hyderabad,"Punjagutta Road, Punjagutta Market, Punjagutta, Hyderabad, Telangana 500082",04023489000,04023489244,https://nims.edu.in/,17.4222,78.4533,https://www.googl e.com/maps/search/?api=1&query=17.4222,78.4533,HTTPS://NIMS.EDU.IN/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_HYDE_002,Hospital,Osmania General Hospital,Hyderabad,"15-5-104, Begum Bazar, Afzal Gunj, Hyderabad, Telangana 500012",04024600121,04024600146,https://omc.ac.in/,17.3732,78.4764,https://www.google.c om/maps/search/?api=1&query=17.3732,78.4764,HTTPS://OMC.AC.IN/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_HYDE_003,Hospital,Niloufer Hospital for Women and Children,Hyderabad,"11-4-721, Niloufer Hospital Rd, Red Hills, Lakdikapul, Hyderabad, Telangana 500004",04023394265,9343180000,https://nilouferhospital.in/,17.4042,78.4589,https://www.g oogle.com/maps/search/?api=1&query=17.4042,78.4589,HTTPS://NILOUFERHOSPITAL.IN/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_HYDE_004,Hospital,Sir Ronald Ross Institute of Tropical and Communicable Diseases (Fever Hospital),Hyderabad,"Nallakunta, Hyderabad, Telangana 500044",04027403912,,UNVERIFIED,17.3965,78.502,https://www.google.com/maps /search/?api=1&query=17.3965,78.502,HTTPS://WWW.PROGNOHEALTH.COM/BLOG/GENERAL/LIST-OF-GOVE RNMENT-HOSPITALS-IN-HYDERABAD,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_HYDE_005,Hospital,District Hospital King Koti,Hyderabad,"3-5-773, King Koti Rd, King Koti, Hyderguda, Hyderabad, Telangana 500001",04024753474,,UNVERIFIED,17.3892,78.4835,https://www.google.com/map s/search/?api=1&query=17.3892,78.4835,HTTPS://WWW.ROC-TAIWAN.ORG/INMAA_EN/POST/3246.HTML,V ERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_SECU_001,Hospital,Gandhi Medical College & Hospital,Secunderabad,"Bhoiguda Road, M.I.G.H colony, Musheerabad, Padmarao Nagar, Secunderabad, Telangana 500003",04027505566,04027502742,https://gmcsecunderabad.org/,17.4244,78.5028,https:// www.google.com/maps/search/?api=1&query=17.4244,78.5028,HTTPS://GMCSECUNDERABAD.ORG/, VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_SECU_002,Hospital,KIMS Hospital (Krishna Institute of Medical Sciences),Secunderabad,"1-8-31/1, Minister Road, Secunderabad, Telangana 500003",04044885000,,https://www.kimshospitals.com/secunderabad/,17.4335,,https://www.google.com/maps/search/?api=1&query=17.4335,78.4842,HTTPS://WWW.KIMS HOSPITALS.COM/SECUNDERABAD/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_SANG_001,Hospital,Government General Hospital Sangareddy,Sangareddy,"Beside Collectorate Office, Ahmed Nagar, Sangareddy, Telangana 502001",8688265135,7036030242,https://gmcsangareddy.org/,17.6294,78.0928,https://www.go ogle.com/maps/search/?api=1&query=17.6294,78.0928,HTTPS://GMCSANGAREDDY.ORG/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_SANG_002,Hospital,MNR Medical College & Hospital,Sangareddy,"MNR Nagar, Fasalwadi, Sangareddy, Telangana 502294",08455230523,08455230527,https://mnrmch.mnrindia.org/,17.6213,78.1259,https://ww w.google.com/maps/search/?api=1&query=17.6213,78.1259,HTTPS://MNRMCH.MNRINDIA.ORG/,VERIFI ED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_WARA_001,Hospital,Mahatma Gandhi Memorial (MGM) Hospital,Warangal,"Near MGM Circle, Sherpura, Mattewada, Warangal, Telangana 506002",08702425556,9849903030,https://www.kmcwgl.com/mgmh.html,17.9812,79.6015,htt ps://www.google.com/maps/search/?api=1&query=17.9812,79.6015,HTTPS://WARANGAL.TELANGANA.G OV.IN/HEALTH/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_WARA_002,Hospital,CKM Government Maternity Hospital,Warangal,"H. No. 8, Matwada, 8-216, Market Street, Sri Krishna Colony, Girmajipet, Warangal, Telangana 506002",9849903033,,UNVERIFIED,17.9785,79.6033,https://www.google.com/maps/ search/?api=1&query=17.9785,79.6033,HTTPS://WARANGAL.TELANGANA.GOV.IN/HEALTH/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_WARA_003,Hospital,Regional Eye Hospital Warangal,Warangal,"Auto Nagar Rd, M.G.M, Auto Nagar, Kothawada, Warangal, Telangana 506002",9849191090,,UNVERIFIED,17.9855,79.6022,https://www.google.com/maps/ search/?api=1&query=17.9855,79.6022,HTTPS://WARANGAL.TELANGANA.GOV.IN/HEALTH/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_NIZA_001,Hospital,Government General Hospital Nizamabad,Nizamabad,"GGH Road, Khaleelwadi, Nizamabad, Telangana 503001",8074355406,08462221943,http://gmcnizamabad.org/,18.6743,78.0987,https://www.go ogle.com/maps/search/?api=1&query=18.6743,78.0987,HTTPS://NIZAMABAD.TELANGANA.GOV.IN/MEDI CAL-HEALTH/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_NIZA_002,Hospital,Pragathi Hospital Nizamabad,Nizamabad,"G.H. Road, Ashok Nagar, Khaleelwadi, Nizamabad, Telangana 503001",08462224321,,https://pragathihospitals.com/,18.672,78.095,https://www.g oogle.com/maps/search/?api=1&query=18.672,78.095,HTTPS://WWW.CHOLAINSURANCE.COM/CASHLES S-HOSPITALS/NIZAMABAD,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_KARI_001,Hospital,Government General Hospital Karimnagar,Karimnagar,"Christian Colony, Karimnagar, Telangana 505001",9246474802,9944387201,https://www.gmcknr.com/gmcknr.html,18.4355,79.1321,https:/ /www.google.com/maps/search/?api=1&query=18.4355,79.1321,HTTPS://KARIMNAGAR.TELANGANA.GO V.IN/DIRECTORY/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_KARI_002,Hospital,Chalmeda Anand Rao Institute of Medical Sciences (CAIMS),Karimnagar,"Bommakal, Karimnagar, Telangana 505001",08782224922,08782285565,https://caims.in/,18.4611,79.1555,https://www.google.com /maps/search/?api=1&query=18.4611,79.1555,HTTPS://CAIMS.IN/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_KHAM_001,Hospital,Government General Hospital Khammam,Khammam,"Near Khammam Railway Station, Wyra Road, Khammam, Telangana 507001",6304525859,08742222301,https://gmckhammam.org/,17.2514,80.1415,https://www.go ogle.com/maps/search/?api=1&query=17.2514,80.1415,HTTPS://GMCKHAMMAM.ORG/GOVERNMENT-G ENERAL-HOSPITAL/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_KHAM_002,Hospital,Mamata General & Super Speciality Hospital,Khammam,"Giriprasad Nagar, Wyra Road, Khammam, Telangana 507002",08742230860,08742230850,http://mamatamedicalcollege.com/,17.2604,80.1344,htt ps://www.google.com/maps/search/?api=1&query=17.2604,80.1344,HTTP://MAMATAMEDICALCOLLE GE.COM/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_SURY_001,Hospital,Government General Hospital Suryapet,Suryapet,"GGH Campus, Suryapet, Telangana 508213",9848011080,9848051732,https://gmcsuryapet.com/,17.14,79.61,https://www.google.co m/maps/search/?api=1&query=17.14,79.61,HTTPS://SURYAPET.TELANGANA.GOV.IN/DISTRICT-OFFICERS/,VER IFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_SIDD_001,Hospital,Government General Hospital Siddipet,Siddipet,"Near Komati Cheruvu, P.O. Siddipet, Telangana 502103",08457224108,6304745469,https://gmcsiddipet.org/,18.09,78.83,https://www.google.co m/maps/search/?api=1&query=18.09,78.83,HTTPS://GMCSIDDIPET.ORG/CONTACT-US/HOSPITAL-COLLEGE -NUMBERS/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_MAHA_001,Hospital,Government General Hospital Mahabubnagar,Mahabubnagar,"Opposite Reliance Mart, PR Colony, Mahabubnagar, Telangana 509001",8333811707,08542241111,UNVERIFIED,16.75,78.01,https://www.google.com/maps/sear ch/?api=1&query=16.75,78.01,HTTPS://MAHABUBNAGAR.TELANGANA.GOV.IN/HEALTH/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_NALG_001,Hospital,Government General Hospital Nalgonda,Nalgonda,"Gollaguda, Rahamath Nagar, Nalgonda, Telangana 508001",8790997083,8074397083,UNVERIFIED,17.06,79.28,https://www.google.com/maps/sear ch/?api=1&query=17.06,79.28,HTTPS://PALLIUMINDIA.ORG/CLINICS/TELANGANA,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_ADIL_001,Hospital,Rajiv Gandhi Institute of Medical Sciences (RIMS) Adilabad,Adilabad,"NH 7, Rickshaw Colony, Adilabad, Telangana 504001",08732220521,08732220524,https://rimsadilabad.org/,19.6641,78.5322,https://www.go ogle.com/maps/search/?api=1&query=19.6641,78.5322,HTTPS://RIMSADILABAD.ORG/CONTACT/,VERIFIE D,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_MEDA_001,Hospital,Government General Hospital Medak,Medak,"Jambikunta, Medak District, Telangana 502110",08452293846,9848034175,https://gmcmedak.org/,18.0433,78.2612,https://www.googl e.com/maps/search/?api=1&query=18.0433,78.2612,HTTPS://GMCMEDAK.ORG/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_JAGT_001,Hospital,Government General Hospital Jagtial,Jagtial,"Near Old Bus Stand, Jagtial, Telangana 505327",6303877174,,https://www.gmcjagtial.com,18.7915,78.9135,https://www.goo gle.com/maps/search/?api=1&query=18.7915,78.9135,HTTPS://BODMASEDUCATION.COM/GOVERNMEN T-MEDICAL-COLLEGE-JAGITYAL,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_BHAD_001,Hospital,Government General Hospital Bhadradri Kothagudem,Bhadradri Kothagudem,"Palvancha, Bhadradri Kothagudem District, Telangana 507101",6302030827,,https://gmckothagudem.org/,17.5532,80.6214,https://www.go ogle.com/maps/search/?api=1&query=17.5532,80.6214,HTTPS://GMCKOTHAGUDEM.ORG/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_WANA_001,Hospital,Government General Hospital Wanaparthy,Wanaparthy,"Survey No. 200/3, Marrikunta, Pebbair Road, Wanaparthy, Telangana 509103",9848709350,9704879392,https://www.gmcwanaparthy.org/,16.3621,78.0614,https://ww w.google.com/maps/search/?api=1&query=16.3621,78.0614,HTTPS://WWW.GMCWANAPARTHY.ORG/,V ERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_JANG_001,Hospital,Government General Hospital Jangaon,Jangaon,"Champak Hills, Jangaon, Telangana 506167",9640710628,9440264209,https://gmcjangaon.org,17.72,79.16,https://www.google.com/ maps/search/?api=1&query=17.72,79.16,HTTPS://GMCJANGAON.ORG,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_MANC_001,Hospital,Government General Hospital Mancherial,Mancherial,"708, Garmilla Village, Mancherial Tehsil, Telangana 504208",08736220106,9440094817,https://gmcmancherial.org,18.87,79.44,https://www.google. com/maps/search/?api=1&query=18.87,79.44,HTTPS://GMCMANCHERIAL.ORG,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_KAMA_001,Hospital,Government General Hospital Kamareddy,Kamareddy,"Office Of The Principal, Government Medical College, Devanpally, Kamareddy, Telangana 503111",9849414876,6305600939,UNVERIFIED,18.31,78.33,https://www.google.com/maps/search /?api=1&query=18.31,78.33,HTTPS://WWW.KNRUHS.TELANGANA.GOV.IN/AFFILIATED-COLLEGES/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_NAGA_001,Hospital,Government General Hospital Nagarkurnool,Nagarkurnool,"Survey Number 237, Uyyalawada, Nagarkurnool, Telangana 509209",7702329573,,UNVERIFIED,16.48,78.33,https://www.google.com/maps/searc h/?api=1&query=16.48,78.33,HTTPS://WWW.KNRUHS.TELANGANA.GOV.IN/AFFILIATED-COLLEGES/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_NIRM_001,Hospital,Government Area Hospital Nirmal,Nirmal,"Mini Tank Bund Road, Gajulpet, Nirmal, Telangana 504106",9849653126,9848034175,UNVERIFIED,19.09,78.34,https://www.google.com/maps/searc h/?api=1&query=19.09,78.34,HTTPS://NIRMAL.TELANGANA.GOV.IN/PUBLIC-UTILITY-CATEGORY/HOSPITALS/,VE RIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_JOGU_001,Hospital,Government General Hospital Jogulamba Gadwal,Jogulamba Gadwal,"Shaik Hussain Colony, Gadwal Town, Jogulamba Gadwal District, Telangana 509125",8008188253,,UNVERIFIED,16.27,77.8,https://www.google.com/maps/search/ ?api=1&query=16.27,77.8,HTTPS://WWW.KNRUHS.TELANGANA.GOV.IN/AFFILIATED-COLLEGES/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_MULU_001,Hospital,Government General Hospital Mulugu,Mulugu,"Government General Hospital, Mulugu, Telangana 506342",9440116365,7670867046,UNVERIFIED,18.19,79.94,https://www.google.com/maps/searc h/?api=1&query=18.19,79.94,HTTPS://WWW.KNRUHS.TELANGANA.GOV.IN/AFFILIATED-COLLEGES/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
HOSP_YADA_001,Hospital,District Hospital Bhongir,Yadadri Bhuvanagiri,"District Hospital Bhongir, Yadadri Bhongir District, Telangana 508116",9493467116,,UNVERIFIED,17.51,78.89,https://www.google.com/maps/search/ ?api=1&query=17.51,78.89,HTTPS://WWW.KNRUHS.TELANGANA.GOV.IN/AFFILIATED-COLLEGES/,VERIFIED,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
FIRE_HYDE_001,Fire Station,Secunderabad Fire Station,Hyderabad,"Sardar Patel Road, Secunderabad, Hyderabad-500003, Telangana",8712699428,8712699429,,,,https://www.google.com/maps/search/?api=1&query=Secunderabad+Fire+Station+Secunderabad+Telangana,[11†L39-L42],UNVERIFIED,LOW,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
FIRE_RANG_001,Fire Station,Moula Ali Fire Station,Rangareddy,"Near IICT, Moula Ali, Hyderabad-500040, Telangana",8712699434,8712699435,,,,https://www.google.com/ maps/search/?api=1&query=Moula+Ali+Fire+Station+Hyderabad+Telangana,[27†L39-L41],UNVERIFIED,LOW,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
FIRE_HYDE_002,Fire Station,Salarjung Museum Fire Station,Hyderabad,"Salar Jung Museum Road, Naya Pul, Darul Shifa, Hyderabad-500002, Telangana",8712699416,8712699417,,,,https://www.google.com/maps/search/?api=1&query=Salarjung+Museum+Fire+Station+Hyderabad+Telangana,[28†L1-L3],UNVERIFIED,LOW,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
FIRE_HYDE_003,Fire Station,Malakpet Fire Station,Hyderabad,"Near Government Printing Press, Chanchalguda, Malakpet, Hyderabad-500036, Telangana",8712699414,8712699415,,,,https://www.google.com/maps/search/?api=1&query=Malakpet+Fire+Station+Hyderabad+Telangana,[31†L39-L43],UNVERIFIED,LOW,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
FIRE_HYDE_004,Fire Station,Langer House Fire Station,Hyderabad,"9-1-20/A/2, Beside Kendriya Vidyalaya, Langer House, Hyderabad-500008, Telangana",8712699420,8712699421,,,,https://www.google.com/maps/search/?api=1&query=Langer+House+Fire+Station+Hyderabad+Telangana,[34†L30-L33],UNVERIFIED,LOW,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
FIRE_HYDE_005,Fire Station,Snorkel Fire Station,Hyderabad,Secunderabad Cantonment (Hyderabad),8712699432,8712699433,,,,,[20†L85-L92],UNVERIFIED,LOW,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
FIRE_HYDE_006,Fire Station,Chandulal Baradari Fire Station,Hyderabad,"Bahadurpura, Hyderabad-500064, Telangana",8712699412,,,,,[20†L89-L92],UNVERIFIED,LOW,LOW,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
FIRE_HYDE_007,Fire Station,Moghalpura Fire Station,Hyderabad,"23-1-664, Opposite Charminar Bus Stop, Moghalpura, Hyderabad-500002, Telangana",8712699408,8712699409,,,,https://www.google.com/maps/search/?api=1&query=Moghalpura+Fire+Station+Hyderabad+Telangana,[36†L30-L34],UNVERIFIED,LOW,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
FIRE_HYDE_008,Fire Station,Sanath Nagar Fire Station,Hyderabad,"Sanath Nagar, Hyderabad-500018, Telangana",8712699430,8712699431,,,,https://www.google.com/ maps/search/?api=1&query=Sanath+Nagar+Fire+Station+Hyderabad+Telangana,[39†L39-L42],UNVERIFIED,LOW,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
FIRE_HYDE_009,Fire Station,Gowliguda Fire Station,Hyderabad,"5-1-1071/72, Near Gurudwara, Gowliguda, Hyderabad-500012, Telangana",8712699410,8712699411,,,,https://www.google.com/maps/search/?api=1&query=Gowliguda+Fire+Station+Hyderabad+Telangana,[40†L30-L34],UNVERIFIED,LOW,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
BB_BHAD_001,Blood Bank,IRCS Blood Centre Bhadrachalam,Bhadradri Kothagudem,"9-1-18/4, Flood Shelter, Kunavaram Road, Medical Colony, Bhadrachalam, Telangana 507111",9494728027,, ,,, ,https://www.indianredcross.org/ircs/ ircsbloodbanks/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
BB_WARA_001,Blood Bank,IRCS Blood Centre Hanumakonda,Warangal,"2-7-941, Opposite District Collectorate, Subedari, Hanumakonda, Telangana 506001",8247314427,08702456765, ,,, ,https://www.indianredcross.org/ircs/ ircsbloodbanks/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
BB_KARI_001,Blood Bank,IRCS Blood Centre Karimnagar,Karimnagar,"4-1-22, Near SBI Main Branch, Osmanpura, Karimnagar, Telangana 505001",9949518963,08782970077, ,,, ,https:// www.indianredcross.org/ircs/ircsbloodbanks/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
