id,asset_type,name,district,address,phone,alternate_phone,website,latitude,longitude,google_maps_link,source_url,verification_status,confidence,created_at,updated_at
DMO_NAGA_001,Disaster Management Office,Nagarkurnool District Disaster Management Authority (DDMA),Nagarkurnool,"District Collectorate, Nagarkurnool, Telangana",1078,108,https://nagarkurnool.telangana.gov.in,,,https://maps.google.com/?q=N agarkurnool+Collectorate,https://www.telangana.gov.in/contacts/,VERIFIED,MEDIUM ```,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_HYDE_001,Emergency Control Room,Telangana State Disaster Control Room,Hyderabad,"Government of Telangana, Dr. B.R. Ambedkar Telangana Secretariat, Hyderabad -500022",1070,,https://www.telangana.gov.in/contacts/emergency-contacts/,,,,https://hyderabad.telangana.gov.in/helpline/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_HYDE_002,Emergency Control Room,Telangana Disaster Helpline,Hyderabad,"Government of Telangana, Hyderabad -500022",1077,,https://www.telangana.gov.in/contacts/emergency-contacts/,,,,https://hyderabad.telangana.gov.in/helpline/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_HYDE_003,Emergency Control Room,Telangana Integrated Emergency Number (Dial 112),Hyderabad,"Telangana Integrated Command and Control Centre (TGICCC), Road No. 12, Banjara Hills, Hyderabad -500034",112,100,https://www.tspolice.gov.in,17.414778,78.427500,,https://en.wikipedia.org/wiki/Telangana_Integrated_Command_an d_Control_Centre,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_HYDE_004,Emergency Control Room,Telangana Police DG Control Room,Hyderabad,"Lakdikapul Road, Opposite Ravindra Bharathi, Ambedkar Colony, Lakdikapul, Hyderabad -500004",04023286966,04023286988,https://www.tspolice.gov.in/jsp/emergency.jsp,,,,https://www.tspolice.gov.in/jsp/e mergency.jsp,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_HYDE_005,Emergency Control Room,Hyderabad District Collectorate Control Room,Hyderabad,"Collectorate, Hyderabad District, Hyderabad, Telangana",04023202813,,https://hyderabad.telangana.gov.in/helpline/,,,,https://hyderabad.telangana.gov.in/helpline/,VERIFIED,HI GH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_HYDE_006,Emergency Control Room,GHMC Disaster Department Emergency Control Room,Hyderabad,"CC Complex, Tank Bund Road, Lower Tank Bund, Hyderabad -500063",9000113667,,https://www.ghmc.gov.in,,,,https://indianhelpline.com/telangana-helpline-numbers,VERIFIED,MEDIU M,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_HYDE_007,Emergency Control Room,Telangana Integrated Command and Control Centre (TGICCC),Hyderabad,"Road No. 12, Banjara Hills, Hyderabad -500034",100,112,https://www.tspolice.gov.in,17.414778,78.427500,,https://en.wikipedia.org/wiki/Telangana_Integrated_Command_an d_Control_Centre,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_SANG_001,Emergency Control Room,Sangareddy District Collectorate Control Room,Sangareddy,"Integrated Collectorate Complex, Sangareddy -502001",08455276505,,https://sangareddy.telangana.gov.in,,,,https://sangareddy.telangana.gov.in/collectorate-contact/,VERIFIED, HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_KHAM_001,Emergency Control Room,Khammam District Collectorate Emergency Room,Khammam,"O/o Integrated District Office Complex, V.V. Palem, Khammam, Telangana -507318",08742224204,,https://khammam.telangana.gov.in,,,,https://khammam.telangana.gov.in/collectorate-staff/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_WARA_001,Emergency Control Room,Warangal Urban District Control Room,Warangal,"District Collectorate, Warangal Urban, Telangana",08702510777,18004251115,https://warangalurban.telangana.gov.in,,,,https://covid19.telangana.gov.in/control-roo ms/,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_KARI_001,Emergency Control Room,Karimnagar District Collectorate Control Room,Karimnagar,"Collectorate Complex, Karimnagar -505001",,,,,,,https://www.telangana.go v.in/contacts/,UNVERIFIED,LOW,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_NIZA_001,Emergency Control Room,Nizamabad District Collectorate Control Room,Nizamabad,"District Collectorate, Nizamabad -503002",,,,,,,https://www.telangana.go v.in/contacts/,UNVERIFIED,LOW,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_RANG_001,Emergency Control Room,Rangareddy District Emergency Control Room,Rangareddy,"District Collectorate, Rangareddy, Hyderabad",04023230811,04023230813,,,,,https://covid19.telangana.gov.in/control-rooms/,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_HYDE_008,Emergency Control Room,HYDRAA Disaster Response Control Room,Hyderabad,"Buddha Bhavan, Secunderabad, Hyderabad, Telangana",,,https://www.hydraa.telangana.gov.in,,,,https://en.wikipedia.org/wiki/HYDRAA,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
ECR_HYDE_009,Emergency Control Room,Telangana Fire and Emergency Services Helpline,Hyderabad,"Fire Services HQ, Hyderabad, Telangana",101,,https://www.telangana.gov.in/contacts/emergency-contacts/,,,,https://www.telangana.gov.in/contacts/emerge ncy-contacts/,VERIFIED,HIGH ⚠ CRITICAL FOR REAL EMERGENCIES WHILE YOU SET UP THE DATASET,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
NU_ALL _001,NDRF Unit,NDRF National Helpline,All India,"Directorate General, NDRF, 6th Floor, NDCC-II Building, Jai Singh Road, New Delhi -110001",+919711077372,,,28.625900,77.209600,https://maps.google. com/?q=NDCC+II+Jai+Singh+Road+New+Delhi,https://ndrf.gov.in/en/contact-us,VERIFIED, HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
NU_ANDH_001,NDRF Unit,10th Battalion NDRF (Permanent HQ - covers Telangana),Andhra Pradesh & Telangana,"Gannavaram, Vijayawada, Andhra Pradesh -521101",+919711077372,,,16.530000,80.796700,https://maps.google. com/?q=NDRF+10th+Battalion+Gannavaram+Vijayawada,https://ndrf.gov.in/en/ndrf-units,VE RIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
NU_TELA_001,NDRF Unit,NDRF Temporary Forward Base - Amberpet (Hyderabad),Telangana,"Amberpet Police Training College (PTC), Amberpet, Hyderabad, Telangana",,+919711077372,,17.407100,78.534800,https://maps.goo gle.com/?q=Amberpet+Police+Training+College+Hyderabad,https://www.siasat.com/ndrfs-te mporary-base-for-150-personnel-to-come-up-in-amberpet-3205894/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
NU_TELA_002,NDRF Unit,NDRF Planned Permanent Camp - Shamshabad (Future),Telangana,"Hamidullah Nagar, Shamshabad, Rangareddy, Telangana -501218",,+919711077372,,17.237900,78.429900,https://maps.google. com/?q=Hamidullah+Nagar+Shamshabad+Hyderabad,https://www.siasat.com/ndrfs-tempor ary-base-for-150-personnel-to-come-up-in-amberpet-3205894/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
NU_TELA_003,NDRF Unit,NDRF Previous Base - Sheikhpet GHMC Sports Complex Manikonda,Telangana,"GHMC Sports Complex, Sheikhpet, Manikonda, Hyderabad, Telangana",,+919711077372,,17.399400,78.378600,https://maps.goo gle.com/?q=GHMC+Sports+Complex+Manikonda+Hyderabad,https://www.siasat.com/ndrfs-t emporary-base-for-150-personnel-to-come-up-in-amberpet-3205894/,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
NU_BHAD_001,NDRF Unit,NDRF Staging Area - Kothagudem (Flood Season),Bhadradri Kothagudem,"Kothagudem, Bhadradri Kothagudem District, Telangana",,+919711077372,,17.550000,80.633300,https://maps.goo gle.com/?q=Kothagudem+Telangana,https://telanganatoday.com/telangana-rains-ndrf-and-s drf-teams-kept-standby-for-rescue-operations,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
NU_MULU_001,NDRF Unit,NDRF Staging Area - Mulugu (Flood Season),Mulugu,"Mulugu, Mulugu District, Telangana",,+919711077372,,18.183300,80.050000,https://maps.goo gle.com/?q=Mulugu+Telangana,https://telanganatoday.com/telangana-rains-ndrf-and-sdrf-te ams-kept-standby-for-rescue-operations,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
NU_KHAM_001,NDRF Unit,NDRF Deployment Zone - Khammam (Flood / Cyclone Season),Khammam,"Khammam District, Telangana",,+919711077372,,17.250000,80.150000,https://maps.goo gle.com/?q=Khammam+District+Telangana,https://www.telanganatribune.com/centre-deploy s-9-ndrf-teams-to-telangana/,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
NU_WARA_001,NDRF Unit,NDRF Deployment Zone - Warangal (Flood Season),Warangal,"Warangal District, Telangana",,+919711077372,,18.016700,79.633300,https://maps.goo gle.com/?q=Warangal+District+Telangana,https://www.telanganatribune.com/centre-deploys-9-ndrf-teams-to-telangana/,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
NU_SOUT_001,NDRF Unit,NDRF South Zone DIG Office (Controls 10th Bn),South India,"South Zone, NDRF (Controls 3rd, 4th, 5th and 10th Battalions)",,+919711077372,,,,https://maps.google.com/?q=NDRF+S outh+Zone,https://ndrf.gov.in/channels,VERIFIED,MEDIUM ```,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_HYDE_001,Police Station,Telangana Police State HQ,Hyderabad,"DGP Office, Saifabad, Hyderabad, Telangana -500004",04023286966,04023286988,https://www.tspolice.gov.in,,,,https://www.tspolice.gov.in/jsp/emergency.jsp,VERIFIE D,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_HYDE_002,Police Station,Hyderabad City Police Commissionerate (TGICCC),Hyderabad,"Tower-A, ICCC Building, Road No. 12, Banjara Hills, Hyderabad -500034",100,112,https://www.hyderabadpolice.gov.in,17.414778,78.427500,,https://hyderabadpolice.gov.in/Important_Contacts.html, VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_HYDE_003,Police Station,Abids Police Station,Hyderabad,"Nizam College, Grammar School, Abids X Road, Hyderabad -500001",9490616303,,http://www.hyderabadpolice.gov.in/ps/Abidsps.htm,,,,https://hyderabad.telangana.gov.in/public-utilit y-category/police-stations/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_HYDE_004,Police Station,Afzalgunj Police Station,Hyderabad,"Beside Musi River, Osmania General Hospital Complex, Opp Afzalgunj City Bus Terminal, Hyderabad -500012",9490616248,,http://www.hyderabadpolice.gov.in/ps/afzalgunjps.htm,,,,https://hyderabad.telangana.gov.in/publ ic-utility-category/police-stations/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_HYDE_005,Police Station,Begumbazar Police Station,Hyderabad,"Begumbazar, Hyderabad -500012",9490616310,,http://www.hyderabadpolice.gov.in/ps/begumbazarps.htm,,,,https://hyderabad.telangana.go v.in/public-utility-category/police-stations/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_HYDE_006,Police Station,Begumpet Police Station,Hyderabad,"Begumpet Police Lines, Sardar Patel Main Road, Opp Splendid Towers, Begumpet, Secunderabad -500016",9490616419,,http://www.hyderabadpolice.gov.in/ps/begumpetps.htm,,,,https://hyderabad.telangana.gov.in/p ublic-utility-category/police-stations/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_HYDE_007,Police Station,Bhavani Nagar Police Station,Hyderabad,"Opp Navabharath P.G. College, Bollarum, Near St. Anns High School, Bollarum, Hyderabad -500016",9490616534,,http://www.hyderabadpolice.gov.in/ps/bhavaninagarps.html,,,,https://hyderabad.telangan a.gov.in/public-utility-category/police-stations/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_HYDE_008,Police Station,Bollarum Police Station,Hyderabad,"Near St. Anns High School & Jr College, Bollarum, Hyderabad",9490616409,,http://www.hyderabadpolice.gov.in/ps/bollarumps.htm,,,,https://hyderabad.telangana.gov.in/p ublic-utility-category/police-stations/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_HYDE_009,Police Station,SR Nagar Police Station,Hyderabad,"S.R. Nagar X Roads towards Umesh Chandra Statue, Opp. Govt. Urban Health Post, S.R. Nagar, Hyderabad",9490616619,,http://www.hyderabadpolice.gov.in/ps/srnagarps.htm,,,,https://hyderabad.telangana.gov.in/p ublic-utility/sr-nagar-police-station/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_HYDE_010,Police Station,Nampally Police Station,Hyderabad,"Court II Addl.CMM, Nampally Criminal Court, Back Side of Court, Nampally Railway Station, Hyderabad",,,,,,,https://hy derabad.telangana.gov.in/public-utility-category/police-stations/,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_HYDE_011,Police Station,Amberpet Police Station,Hyderabad,"Near Sree Ramana X Road towards Dilsukhnagar, Near Saldana Gate of SAR/CPL, Amberpet, Hyderabad",,,,,,,https://hy derabad.telangana.gov.in/public-utility-category/police-stations/,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_KHAM_001,Police Station,Khammam Police Commissionerate (CP Office),Khammam,"Khammam Commissionerate, Khammam, Telangana",8712659246,8712659260,https://khammam.telangana.gov.in,,,,https://khammam.telangana.gov.in/police/,V ERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_KHAM_002,Police Station,Khammam Addl. DCP L&O Office,Khammam,"Khammam Commissionerate, Khammam, Telangana",8712659102,,https://khammam.telangana.gov.in,,,,https://khammam.telangana.gov.in/police/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_KAMA_001,Police Station,Kamareddy Additional SP Office,Kamareddy,"District Police Office, Kamareddy -503111",08468223933,,https://kamareddy.telangana.gov.in,18.320500,78.337000,,https://kamareddy.telangana.gov.in/public-utility-c ategory/police/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_SANG_001,Police Station,Sangareddy District Police Control Room,Sangareddy,"FRS Road, Sangareddy, Telangana -502001",100,,https://sangareddy.telangana.gov.in,,,,https://sangareddy.telangana.gov.in/helpline/,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_SANG_002,Police Station,CID Regional Office Sangareddy,Sangareddy,"H.No. 3-4-37, FRS Road, Sangareddy, Sangareddy District, Telangana",,,,,,,https://cid.tspolice.gov.in/conta ct,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_KARI_001,Police Station,CID Regional Office Karimnagar,Karimnagar,"H.No. 4-69/63/4, Vidyaranyapuri, Road No.1, Karimnagar, Telangana",,,,,,,https://cid.tspolice.gov.in/conta ct,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_WARA_001,Police Station,CID Regional Office Warangal,Warangal,"H.No. 2-7-676, Excise Colony, Subedari, Hanamkonda, Warangal District, Telangana",,,,,,,https://cid.tspolice.gov.in/contact, VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_NIZA_001,Police Station,CID Regional Office Nizamabad,Nizamabad,"H.No. 6-25-310/5/A, Opp. Sant Nirankari Bhavan, Dubba, Nizamabad -503001",,,,,,,https://cid.tspolice.gov.in/contact, VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_NALG_001,Police Station,CID Regional Office Nalgonda,Nalgonda,"H.No. 1-43, Hyderabad Road, Near RTO Office, Branch Post Office Marriguda, Nalgonda -508001",,,,,,,https://cid.tspolice.gov.in/contact,VE RIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_HYDE_012,Police Station,CID Headquarters Hyderabad,Hyderabad,"3rd Floor, DGP Office, Lakdikapul, Hyderabad -500004",04027852274,,https://cid.tspolice.gov.in,,,,https://cid.tspolice.gov.in/contact,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_WARA_002,Police Station,Warangal Police Commissionerate,Warangal,"Police Commissionerate, Warangal, Telangana -506001",0870,,https://www.tspolice.gov.in,18.016700,79.633300,,https://en.wikipedia.org/wiki/Warangal_Police_Commis sionerate,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_NIZA_002,Police Station,Nizamabad Police Commissionerate,Nizamabad,"Police Commissionerate, Nizamabad, Telangana -503002",,,https://www.tspolice.gov.in,,,,https://en.wikipedia.org/wiki/Telangana_Police,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_RANG_001,Police Station,Cyberabad Police Commissionerate,Rangareddy,"Gachibowli, Hyderabad, Rangareddy District, Telangana -500032",,,https://www.cyberabadpolice.gov.in,,,,https://en.wikipedia.org/wiki/Cyberabad_Metropolitan_Poli ce,VERIFIED,HIGH,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_MEDC_001,Police Station,Malkajgiri Police Commissionerate,Medchal-Malkajgiri,"Neredmet, Medchal-Malkajgiri District, Telangana",,,http://rachakondapolice.telangana.gov.in/,,,,https://en.wikipedia.org/wiki/Malkajgiri_Police_Com missionerate,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_RANG_002,Police Station,Future City Police Commissionerate,Rangareddy,"Kongara Kalan, Rangareddy District, Telangana",,,https://www.tspolice.gov.in/future-city,,,,https://en.wikipedia.org/wiki/Future_City_Police_ Commissionerate,VERIFIED,MEDIUM,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
POL_PEDD_001,Police Station,Ramagundam Police Commissionerate,Peddapalli,"Ramagundam, Peddapalli District, Telangana",,,https://www.tspolice.gov.in,,,,https://en.wikipedia.org/wiki/Telangana_Police,VERIFIED,MEDIUM ```,2026-06-20T16:23:07.945531,2026-06-20T16:23:07.945531
